	ensID	symbol
4777	ENSMUSG00000000982	Ccl3
4778	ENSMUSG00000018930	Ccl4
4779	ENSMUSG00000035042	Ccl5
4780	ENSMUSG00000018927	Ccl6
4781	ENSMUSG00000035373	Ccl7
4782	ENSMUSG00000009185	Ccl8
4783	ENSMUSG00000019122	Ccl9
4784	ENSMUSG00000000378	Ccm2
4785	ENSMUSG00000027474	Ccm2l
4786	ENSMUSG00000027793	Ccna1
4787	ENSMUSG00000027715	Ccna2
4788	ENSMUSG00000041431	Ccnb1
4789	ENSMUSG00000048574	Ccnb1-ps
4790	ENSMUSG00000071470	Ccnb1ip1
4791	ENSMUSG00000032218	Ccnb2
4792	ENSMUSG00000083718	Ccnb2-ps
4793	ENSMUSG00000051592	Ccnb3
4794	ENSMUSG00000028252	Ccnc
4795	ENSMUSG00000070348	Ccnd1
4796	ENSMUSG00000000184	Ccnd2
4797	ENSMUSG00000034165	Ccnd3
4798	ENSMUSG00000080708	Ccnd3-ps
4799	ENSMUSG00000023572	Ccndbp1
4800	ENSMUSG00000002068	Ccne1
4801	ENSMUSG00000028212	Ccne2
4802	ENSMUSG00000072082	Ccnf
4803	ENSMUSG00000020326	Ccng1
4804	ENSMUSG00000029385	Ccng2
4805	ENSMUSG00000021548	Ccnh
4806	ENSMUSG00000063015	Ccni
4807	ENSMUSG00000025010	Ccnj
4808	ENSMUSG00000044707	Ccnjl
4809	ENSMUSG00000021258	Ccnk
4810	ENSMUSG00000027829	Ccnl1
4811	ENSMUSG00000029068	Ccnl2
4812	ENSMUSG00000042417	Ccno
4813	ENSMUSG00000049489	Ccnq
4814	ENSMUSG00000011960	Ccnt1
4815	ENSMUSG00000026349	Ccnt2
4816	ENSMUSG00000024286	Ccny
4817	ENSMUSG00000070871	Ccnyl1
4818	ENSMUSG00000033904	Ccp110
4819	ENSMUSG00000034563	Ccpg1
4820	ENSMUSG00000086158	Ccpg1os
4821	ENSMUSG00000025804	Ccr1
4822	ENSMUSG00000044052	Ccr10
4823	ENSMUSG00000064039	Ccr1l1
4824	ENSMUSG00000049103	Ccr2
4825	ENSMUSG00000035448	Ccr3
4826	ENSMUSG00000047898	Ccr4
4827	ENSMUSG00000079227	Ccr5
4828	ENSMUSG00000040899	Ccr6
4829	ENSMUSG00000037944	Ccr7
4830	ENSMUSG00000042262	Ccr8
4831	ENSMUSG00000029530	Ccr9
4832	ENSMUSG00000043953	Ccrl2
4833	ENSMUSG00000034108	Ccs
4834	ENSMUSG00000031971	Ccsap
4835	ENSMUSG00000039578	Ccser1
4836	ENSMUSG00000058690	Ccser2
4837	ENSMUSG00000034024	Cct2
4838	ENSMUSG00000001416	Cct3
4839	ENSMUSG00000083937	Cct3-ps1
4840	ENSMUSG00000007739	Cct4
4841	ENSMUSG00000022234	Cct5
4842	ENSMUSG00000029447	Cct6a
4843	ENSMUSG00000020698	Cct6b
4844	ENSMUSG00000030007	Cct7
4845	ENSMUSG00000025613	Cct8
4846	ENSMUSG00000038044	Cct8l1
4847	ENSMUSG00000029617	Ccz1
4848	ENSMUSG00000086564	Cd101
4849	ENSMUSG00000046186	Cd109
4850	ENSMUSG00000051439	Cd14
4851	ENSMUSG00000025510	Cd151
4852	ENSMUSG00000038304	Cd160
4853	ENSMUSG00000008845	Cd163
4854	ENSMUSG00000025461	Cd163l1
4855	ENSMUSG00000019818	Cd164
4856	ENSMUSG00000028865	Cd164l2
4857	ENSMUSG00000052212	Cd177
4858	ENSMUSG00000021624	Cd180
4859	ENSMUSG00000030724	Cd19
4860	ENSMUSG00000028076	Cd1d1
4861	ENSMUSG00000041750	Cd1d2
4862	ENSMUSG00000027863	Cd2
4863	ENSMUSG00000022661	Cd200
4864	ENSMUSG00000022667	Cd200r1
4865	ENSMUSG00000090176	Cd200r2
4866	ENSMUSG00000036172	Cd200r3
4867	ENSMUSG00000062082	Cd200r4
4868	ENSMUSG00000034783	Cd207
4869	ENSMUSG00000031494	Cd209a
4870	ENSMUSG00000065987	Cd209b
4871	ENSMUSG00000040165	Cd209c
4872	ENSMUSG00000031495	Cd209d
4873	ENSMUSG00000040197	Cd209e
4874	ENSMUSG00000051906	Cd209f
4875	ENSMUSG00000079168	Cd209g
4876	ENSMUSG00000030577	Cd22
4877	ENSMUSG00000034028	Cd226
4878	ENSMUSG00000004709	Cd244a
4879	ENSMUSG00000005763	Cd247
4880	ENSMUSG00000056481	Cd248
4881	ENSMUSG00000047139	Cd24a
4882	ENSMUSG00000030336	Cd27
4883	ENSMUSG00000016496	Cd274
4884	ENSMUSG00000035914	Cd276
4885	ENSMUSG00000026012	Cd28
4886	ENSMUSG00000102412	Cd28
4887	ENSMUSG00000061665	Cd2ap
4888	ENSMUSG00000042502	Cd2bp2
4889	ENSMUSG00000034652	Cd300a
4890	ENSMUSG00000058728	Cd300c
4891	ENSMUSG00000044811	Cd300c2
4892	ENSMUSG00000048498	Cd300e
4893	ENSMUSG00000063193	Cd300lb
4894	ENSMUSG00000034641	Cd300ld
4895	ENSMUSG00000089753	Cd300ld2
4896	ENSMUSG00000069607	Cd300ld3
4897	ENSMUSG00000069609	Cd300ld4
4898	ENSMUSG00000089722	Cd300ld5
4899	ENSMUSG00000047798	Cd300lf
4900	ENSMUSG00000017309	Cd300lg
4901	ENSMUSG00000060703	Cd302
4902	ENSMUSG00000002308	Cd320
4903	ENSMUSG00000004609	Cd33
4904	ENSMUSG00000016494	Cd34
4905	ENSMUSG00000002944	Cd36
4906	ENSMUSG00000030798	Cd37
4907	ENSMUSG00000029084	Cd38
4908	ENSMUSG00000032094	Cd3d
4909	ENSMUSG00000032093	Cd3e
4910	ENSMUSG00000047649	Cd3eap
4911	ENSMUSG00000002033	Cd3g
4912	ENSMUSG00000023274	Cd4
4913	ENSMUSG00000017652	Cd40
4914	ENSMUSG00000031132	Cd40lg
4915	ENSMUSG00000005087	Cd44
4916	ENSMUSG00000016493	Cd46
4917	ENSMUSG00000055447	Cd47
4918	ENSMUSG00000015355	Cd48
4919	ENSMUSG00000024669	Cd5
4920	ENSMUSG00000000682	Cd52
4921	ENSMUSG00000040747	Cd53
4922	ENSMUSG00000026399	Cd55
4923	ENSMUSG00000026401	Cd55b
4924	ENSMUSG00000032679	Cd59a
4925	ENSMUSG00000068686	Cd59b
4926	ENSMUSG00000015854	Cd5l
4927	ENSMUSG00000024670	Cd6
4928	ENSMUSG00000025351	Cd63
4929	ENSMUSG00000085939	Cd63-ps
4930	ENSMUSG00000018774	Cd68
4931	ENSMUSG00000030156	Cd69
4932	ENSMUSG00000025163	Cd7
4933	ENSMUSG00000019489	Cd70
4934	ENSMUSG00000028459	Cd72
4935	ENSMUSG00000024610	Cd74
4936	ENSMUSG00000003379	Cd79a
4937	ENSMUSG00000040592	Cd79b
4938	ENSMUSG00000075122	Cd80
4939	ENSMUSG00000037706	Cd81
4940	ENSMUSG00000027215	Cd82
4941	ENSMUSG00000015396	Cd83
4942	ENSMUSG00000038147	Cd84
4943	ENSMUSG00000022901	Cd86
4944	ENSMUSG00000053977	Cd8a
4945	ENSMUSG00000053044	Cd8b1
4946	ENSMUSG00000030342	Cd9
4947	ENSMUSG00000092193	Cd9-ps
4948	ENSMUSG00000027435	Cd93
4949	ENSMUSG00000022657	Cd96
4950	ENSMUSG00000035776	Cd99l2
4951	ENSMUSG00000028755	Cda
4952	ENSMUSG00000021982	Cdadc1
4953	ENSMUSG00000027284	Cdan1
4954	ENSMUSG00000039128	Cdc123
4955	ENSMUSG00000033502	Cdc14a
4956	ENSMUSG00000033102	Cdc14b
4957	ENSMUSG00000038416	Cdc16
4958	ENSMUSG00000006398	Cdc20
4959	ENSMUSG00000078926	Cdc20b
4960	ENSMUSG00000024370	Cdc23
4961	ENSMUSG00000032477	Cdc25a
4962	ENSMUSG00000027330	Cdc25b
4963	ENSMUSG00000044201	Cdc25c
4964	ENSMUSG00000066149	Cdc26
4965	ENSMUSG00000020687	Cdc27
4966	ENSMUSG00000020307	Cdc34
4967	ENSMUSG00000020870	Cdc34b
4968	ENSMUSG00000019471	Cdc37
4969	ENSMUSG00000024780	Cdc37l1
4970	ENSMUSG00000038446	Cdc40
4971	ENSMUSG00000006699	Cdc42
4972	ENSMUSG00000026490	Cdc42bpa
4973	ENSMUSG00000021279	Cdc42bpb
4974	ENSMUSG00000024769	Cdc42bpg
4975	ENSMUSG00000107268	Cdc42bpg
4976	ENSMUSG00000049521	Cdc42ep1
4977	ENSMUSG00000045664	Cdc42ep2
4978	ENSMUSG00000036533	Cdc42ep3
4979	ENSMUSG00000041598	Cdc42ep4
4980	ENSMUSG00000063838	Cdc42ep5
4981	ENSMUSG00000046722	Cdc42se1
4982	ENSMUSG00000052298	Cdc42se2
4983	ENSMUSG00000000028	Cdc45
4984	ENSMUSG00000023932	Cdc5l
4985	ENSMUSG00000017499	Cdc6
4986	ENSMUSG00000029283	Cdc7
4987	ENSMUSG00000026361	Cdc73
4988	ENSMUSG00000048922	Cdca2
4989	ENSMUSG00000023505	Cdca3
4990	ENSMUSG00000047832	Cdca4
4991	ENSMUSG00000024791	Cdca5
4992	ENSMUSG00000055612	Cdca7
4993	ENSMUSG00000021175	Cdca7l
4994	ENSMUSG00000028873	Cdca8
4995	ENSMUSG00000035498	Cdcp1
4996	ENSMUSG00000047636	Cdcp2
4997	ENSMUSG00000000303	Cdh1
4998	ENSMUSG00000022321	Cdh10
4999	ENSMUSG00000031673	Cdh11
5000	ENSMUSG00000040452	Cdh12
5001	ENSMUSG00000031841	Cdh13
5002	ENSMUSG00000031962	Cdh15
5003	ENSMUSG00000031881	Cdh16
5004	ENSMUSG00000028217	Cdh17
5005	ENSMUSG00000040420	Cdh18
5006	ENSMUSG00000047216	Cdh19
5007	ENSMUSG00000024304	Cdh2
5008	ENSMUSG00000050840	Cdh20
5009	ENSMUSG00000053166	Cdh22
5010	ENSMUSG00000012819	Cdh23
5011	ENSMUSG00000059674	Cdh24
5012	ENSMUSG00000039155	Cdh26
5013	ENSMUSG00000061048	Cdh3
5014	ENSMUSG00000000305	Cdh4
5015	ENSMUSG00000031871	Cdh5
5016	ENSMUSG00000039385	Cdh6
5017	ENSMUSG00000026312	Cdh7
5018	ENSMUSG00000036510	Cdh8
5019	ENSMUSG00000025370	Cdh9
5020	ENSMUSG00000021803	Cdhr1
5021	ENSMUSG00000034918	Cdhr2
5022	ENSMUSG00000035860	Cdhr3
5023	ENSMUSG00000032595	Cdhr4
5024	ENSMUSG00000025497	Cdhr5
5025	ENSMUSG00000004071	Cdip1
5026	ENSMUSG00000030682	Cdipt
5027	ENSMUSG00000097075	Cdiptos
5028	ENSMUSG00000019942	Cdk1
5029	ENSMUSG00000033862	Cdk10
5030	ENSMUSG00000029062	Cdk11b
5031	ENSMUSG00000003119	Cdk12
5032	ENSMUSG00000041297	Cdk13
5033	ENSMUSG00000028926	Cdk14
5034	ENSMUSG00000026023	Cdk15
5035	ENSMUSG00000031065	Cdk16
5036	ENSMUSG00000020015	Cdk17
5037	ENSMUSG00000026437	Cdk18
5038	ENSMUSG00000038481	Cdk19
5039	ENSMUSG00000038491	Cdk19os
5040	ENSMUSG00000025358	Cdk2
5041	ENSMUSG00000021483	Cdk20
5042	ENSMUSG00000029394	Cdk2ap1
5043	ENSMUSG00000024856	Cdk2ap2
5044	ENSMUSG00000097485	Cdk2ap2
5045	ENSMUSG00000092300	Cdk3-ps
5046	ENSMUSG00000006728	Cdk4
5047	ENSMUSG00000028969	Cdk5
5048	ENSMUSG00000048895	Cdk5r1
5049	ENSMUSG00000090071	Cdk5r2
5050	ENSMUSG00000027487	Cdk5rap1
5051	ENSMUSG00000039298	Cdk5rap2
5052	ENSMUSG00000018669	Cdk5rap3
5053	ENSMUSG00000040274	Cdk6
5054	ENSMUSG00000069089	Cdk7
5055	ENSMUSG00000029635	Cdk8
5056	ENSMUSG00000009555	Cdk9
5057	ENSMUSG00000006191	Cdkal1
5058	ENSMUSG00000020990	Cdkl1
5059	ENSMUSG00000029403	Cdkl2
5060	ENSMUSG00000020389	Cdkl3
5061	ENSMUSG00000033966	Cdkl4
5062	ENSMUSG00000031292	Cdkl5
5063	ENSMUSG00000023067	Cdkn1a
5064	ENSMUSG00000003031	Cdkn1b
5065	ENSMUSG00000037664	Cdkn1c
5066	ENSMUSG00000044303	Cdkn2a
5067	ENSMUSG00000038069	Cdkn2aip
5068	ENSMUSG00000020392	Cdkn2aipnl
5069	ENSMUSG00000073802	Cdkn2b
5070	ENSMUSG00000028551	Cdkn2c
5071	ENSMUSG00000096472	Cdkn2d
5072	ENSMUSG00000037628	Cdkn3
5073	ENSMUSG00000039496	Cdnf
5074	ENSMUSG00000033022	Cdo1
5075	ENSMUSG00000038119	Cdon
5076	ENSMUSG00000064284	Cdpf1
5077	ENSMUSG00000090546	Cdr1
5078	ENSMUSG00000030878	Cdr2
5079	ENSMUSG00000050910	Cdr2l
5080	ENSMUSG00000042200	Cdrt4
5081	ENSMUSG00000087604	Cdrt4os1
5082	ENSMUSG00000087039	Cdrt4os2
5083	ENSMUSG00000029330	Cds1
5084	ENSMUSG00000058793	Cds2
5085	ENSMUSG00000039518	Cdsn
5086	ENSMUSG00000006585	Cdt1
5087	ENSMUSG00000032803	Cdv3
5088	ENSMUSG00000090389	Cdv3-ps
5089	ENSMUSG00000024619	Cdx1
5090	ENSMUSG00000029646	Cdx2
5091	ENSMUSG00000031326	Cdx4
5092	ENSMUSG00000059288	Cdyl
5093	ENSMUSG00000031758	Cdyl2
5094	ENSMUSG00000074272	Ceacam1
5095	ENSMUSG00000054169	Ceacam10
5096	ENSMUSG00000030368	Ceacam11
5097	ENSMUSG00000030366	Ceacam12
5098	ENSMUSG00000057195	Ceacam13
5099	ENSMUSG00000023185	Ceacam14
5100	ENSMUSG00000078795	Ceacam15
5101	ENSMUSG00000014686	Ceacam16
5102	ENSMUSG00000030472	Ceacam18
5103	ENSMUSG00000049848	Ceacam19
5104	ENSMUSG00000054385	Ceacam2
5105	ENSMUSG00000070777	Ceacam20
5106	ENSMUSG00000053228	Ceacam3
5107	ENSMUSG00000008789	Ceacam5
5108	ENSMUSG00000007209	Ceacam9
5109	ENSMUSG00000034957	Cebpa
5110	ENSMUSG00000056501	Cebpb
5111	ENSMUSG00000071637	Cebpd
5112	ENSMUSG00000052435	Cebpe
5113	ENSMUSG00000056216	Cebpg
5114	ENSMUSG00000024081	Cebpz
5115	ENSMUSG00000062691	Cebpzos
5116	ENSMUSG00000071226	Cecr2
5117	ENSMUSG00000026818	Cel
5118	ENSMUSG00000023031	Cela1
5119	ENSMUSG00000058579	Cela2a
5120	ENSMUSG00000078520	Cela3a
5121	ENSMUSG00000023433	Cela3b
5122	ENSMUSG00000005506	Celf1
5123	ENSMUSG00000002107	Celf2
5124	ENSMUSG00000028137	Celf3
5125	ENSMUSG00000024268	Celf4
5126	ENSMUSG00000034818	Celf5
5127	ENSMUSG00000032297	Celf6
5128	ENSMUSG00000097881	Celrr
5129	ENSMUSG00000016028	Celsr1
5130	ENSMUSG00000068740	Celsr2
5131	ENSMUSG00000023473	Celsr3
5132	ENSMUSG00000107269	Celsr3
5133	ENSMUSG00000052353	Cemip
5134	ENSMUSG00000024754	Cemip2
5135	ENSMUSG00000060240	Cend1
5136	ENSMUSG00000029177	Cenpa
5137	ENSMUSG00000068267	Cenpb
5138	ENSMUSG00000029253	Cenpc1
5139	ENSMUSG00000045328	Cenpe
5140	ENSMUSG00000026605	Cenpf
5141	ENSMUSG00000045273	Cenph
5142	ENSMUSG00000031262	Cenpi
5143	ENSMUSG00000064128	Cenpj
5144	ENSMUSG00000021714	Cenpk
5145	ENSMUSG00000026708	Cenpl
5146	ENSMUSG00000068101	Cenpm
5147	ENSMUSG00000031756	Cenpn
5148	ENSMUSG00000020652	Cenpo
5149	ENSMUSG00000021391	Cenpp
5150	ENSMUSG00000023919	Cenpq
5151	ENSMUSG00000073705	Cenps
5152	ENSMUSG00000036672	Cenpt
5153	ENSMUSG00000031629	Cenpu
5154	ENSMUSG00000018509	Cenpv
5155	ENSMUSG00000075266	Cenpw
5156	ENSMUSG00000025144	Cenpx
5157	ENSMUSG00000039523	Cep104
5158	ENSMUSG00000020728	Cep112
5159	ENSMUSG00000085811	Cep112it
5160	ENSMUSG00000086761	Cep112os1
5161	ENSMUSG00000048799	Cep120
5162	ENSMUSG00000040729	Cep126
5163	ENSMUSG00000061533	Cep128
5164	ENSMUSG00000039781	Cep131
5165	ENSMUSG00000036403	Cep135
5166	ENSMUSG00000068394	Cep152
5167	ENSMUSG00000056919	Cep162
5168	ENSMUSG00000043987	Cep164
5169	ENSMUSG00000057335	Cep170
5170	ENSMUSG00000072825	Cep170b
5171	ENSMUSG00000035790	Cep19
5172	ENSMUSG00000024542	Cep192
5173	ENSMUSG00000038241	Cep250
5174	ENSMUSG00000019971	Cep290
5175	ENSMUSG00000046111	Cep295
5176	ENSMUSG00000076433	Cep295nl
5177	ENSMUSG00000033671	Cep350
5178	ENSMUSG00000029790	Cep41
5179	ENSMUSG00000038215	Cep44
5180	ENSMUSG00000024989	Cep55
5181	ENSMUSG00000031922	Cep57
5182	ENSMUSG00000019813	Cep57l1
5183	ENSMUSG00000032534	Cep63
5184	ENSMUSG00000044066	Cep68
5185	ENSMUSG00000056267	Cep70
5186	ENSMUSG00000021572	Cep72
5187	ENSMUSG00000073542	Cep76
5188	ENSMUSG00000041491	Cep78
5189	ENSMUSG00000020024	Cep83
5190	ENSMUSG00000097164	Cep83os
5191	ENSMUSG00000037443	Cep85
5192	ENSMUSG00000038594	Cep85l
5193	ENSMUSG00000023072	Cep89
5194	ENSMUSG00000018372	Cep95
5195	ENSMUSG00000022604	Cep97
5196	ENSMUSG00000040774	Cept1
5197	ENSMUSG00000038192	Cer1
5198	ENSMUSG00000039787	Cercam
5199	ENSMUSG00000035891	Cerk
5200	ENSMUSG00000075256	Cerkl
5201	ENSMUSG00000087408	Cers1
5202	ENSMUSG00000015714	Cers2
5203	ENSMUSG00000030510	Cers3
5204	ENSMUSG00000008206	Cers4
5205	ENSMUSG00000023021	Cers5
5206	ENSMUSG00000027035	Cers6
5207	ENSMUSG00000071047	Ces1a
5208	ENSMUSG00000078964	Ces1b
5209	ENSMUSG00000057400	Ces1c
5210	ENSMUSG00000056973	Ces1d
5211	ENSMUSG00000061959	Ces1e
5212	ENSMUSG00000031725	Ces1f
5213	ENSMUSG00000057074	Ces1g
5214	ENSMUSG00000074156	Ces1h
5215	ENSMUSG00000055730	Ces2a
5216	ENSMUSG00000050097	Ces2b
5217	ENSMUSG00000061825	Ces2c
5218	ENSMUSG00000031884	Ces2d-ps
5219	ENSMUSG00000031886	Ces2e
5220	ENSMUSG00000062826	Ces2f
5221	ENSMUSG00000031877	Ces2g
5222	ENSMUSG00000091813	Ces2h
5223	ENSMUSG00000069922	Ces3a
5224	ENSMUSG00000062181	Ces3b
5225	ENSMUSG00000060560	Ces4a
5226	ENSMUSG00000058019	Ces5a
5227	ENSMUSG00000050996	Cetn1
5228	ENSMUSG00000031347	Cetn2
5229	ENSMUSG00000021537	Cetn3
5230	ENSMUSG00000045031	Cetn4
5231	ENSMUSG00000048794	Cfap100
5232	ENSMUSG00000026649	Cfap126
5233	ENSMUSG00000038987	Cfap157
5234	ENSMUSG00000011154	Cfap161
5235	ENSMUSG00000031796	Cfap20
5236	ENSMUSG00000028294	Cfap206
5237	ENSMUSG00000036962	Cfap221
5238	ENSMUSG00000022972	Cfap298
5239	ENSMUSG00000057816	Cfap299
5240	ENSMUSG00000053070	Cfap300
5241	ENSMUSG00000020462	Cfap36
5242	ENSMUSG00000044948	Cfap43
5243	ENSMUSG00000071550	Cfap44
5244	ENSMUSG00000026546	Cfap45
5245	ENSMUSG00000049571	Cfap46
5246	ENSMUSG00000020904	Cfap52
5247	ENSMUSG00000035394	Cfap53
5248	ENSMUSG00000020014	Cfap54
5249	ENSMUSG00000028730	Cfap57
5250	ENSMUSG00000046585	Cfap58
5251	ENSMUSG00000037143	Cfap61
5252	ENSMUSG00000047021	Cfap65
5253	ENSMUSG00000040473	Cfap69
5254	ENSMUSG00000039543	Cfap70
5255	ENSMUSG00000094282	Cfap73
5256	ENSMUSG00000078490	Cfap74
5257	ENSMUSG00000079502	Cfap77
5258	ENSMUSG00000031631	Cfap97
5259	ENSMUSG00000010841	Cfap97d1
5260	ENSMUSG00000090336	Cfap97d2
5261	ENSMUSG00000090231	Cfb
5262	ENSMUSG00000026124	Cfc1
5263	ENSMUSG00000061780	Cfd
5264	ENSMUSG00000031954	Cfdp1
5265	ENSMUSG00000026365	Cfh
5266	ENSMUSG00000057037	Cfhr1
5267	ENSMUSG00000033898	Cfhr2
5268	ENSMUSG00000090623	Cfhr3
5269	ENSMUSG00000058952	Cfi
5270	ENSMUSG00000056201	Cfl1
5271	ENSMUSG00000062929	Cfl2
5272	ENSMUSG00000026031	Cflar
5273	ENSMUSG00000001128	Cfp
5274	ENSMUSG00000041301	Cftr
5275	ENSMUSG00000028298	Cga
5276	ENSMUSG00000032344	Cgas
5277	ENSMUSG00000054604	Cggbp1
5278	ENSMUSG00000068876	Cgn
5279	ENSMUSG00000032232	Cgnl1
5280	ENSMUSG00000029161	Cgref1
5281	ENSMUSG00000055128	Cgrrf1
5282	ENSMUSG00000050370	Ch25h
5283	ENSMUSG00000027313	Chac1
5284	ENSMUSG00000020309	Chac2
5285	ENSMUSG00000039084	Chad
5286	ENSMUSG00000063765	Chadl
5287	ENSMUSG00000106783	Chaer1
5288	ENSMUSG00000002835	Chaf1a
5289	ENSMUSG00000022945	Chaf1b
5290	ENSMUSG00000047710	Champ1
5291	ENSMUSG00000021919	Chat
5292	ENSMUSG00000063787	Chchd1
5293	ENSMUSG00000049422	Chchd10
5294	ENSMUSG00000070493	Chchd2
5295	ENSMUSG00000094320	Chchd2-ps
5296	ENSMUSG00000053768	Chchd3
5297	ENSMUSG00000034203	Chchd4
5298	ENSMUSG00000037938	Chchd5
5299	ENSMUSG00000030086	Chchd6
5300	ENSMUSG00000042198	Chchd7
5301	ENSMUSG00000023852	Chd1
5302	ENSMUSG00000028089	Chd1l
5303	ENSMUSG00000078671	Chd2
5304	ENSMUSG00000018474	Chd3
5305	ENSMUSG00000063870	Chd4
5306	ENSMUSG00000005045	Chd5
5307	ENSMUSG00000057133	Chd6
5308	ENSMUSG00000041235	Chd7
5309	ENSMUSG00000053754	Chd8
5310	ENSMUSG00000056608	Chd9
5311	ENSMUSG00000015970	Chdh
5312	ENSMUSG00000032113	Chek1
5313	ENSMUSG00000029521	Chek2
5314	ENSMUSG00000052488	Cherp
5315	ENSMUSG00000014668	Chfr
5316	ENSMUSG00000021194	Chga
5317	ENSMUSG00000027350	Chgb
5318	ENSMUSG00000062778	Chia1
5319	ENSMUSG00000031327	Chic1
5320	ENSMUSG00000029229	Chic2
5321	ENSMUSG00000025512	Chid1
5322	ENSMUSG00000064246	Chil1
5323	ENSMUSG00000040809	Chil3
5324	ENSMUSG00000063779	Chil4
5325	ENSMUSG00000043873	Chil5
5326	ENSMUSG00000027902	Chil6
5327	ENSMUSG00000026450	Chit1
5328	ENSMUSG00000024843	Chka
5329	ENSMUSG00000022617	Chkb
5330	ENSMUSG00000030077	Chl1
5331	ENSMUSG00000025531	Chm
5332	ENSMUSG00000078185	Chml
5333	ENSMUSG00000000743	Chmp1a
5334	ENSMUSG00000033916	Chmp2a
5335	ENSMUSG00000004843	Chmp2b
5336	ENSMUSG00000053119	Chmp3
5337	ENSMUSG00000038467	Chmp4b
5338	ENSMUSG00000027536	Chmp4c
5339	ENSMUSG00000028419	Chmp5
5340	ENSMUSG00000025371	Chmp6
5341	ENSMUSG00000034190	Chmp7
5342	ENSMUSG00000056486	Chn1
5343	ENSMUSG00000085838	Chn1os1
5344	ENSMUSG00000086544	Chn1os3
5345	ENSMUSG00000004633	Chn2
5346	ENSMUSG00000022860	Chodl
5347	ENSMUSG00000001774	Chordc1
5348	ENSMUSG00000014077	Chp1
5349	ENSMUSG00000030865	Chp2
5350	ENSMUSG00000032997	Chpf
5351	ENSMUSG00000038181	Chpf2
5352	ENSMUSG00000060002	Chpt1
5353	ENSMUSG00000068391	Chrac1
5354	ENSMUSG00000006958	Chrd
5355	ENSMUSG00000031283	Chrdl1
5356	ENSMUSG00000030732	Chrdl2
5357	ENSMUSG00000032773	Chrm1
5358	ENSMUSG00000045613	Chrm2
5359	ENSMUSG00000046159	Chrm3
5360	ENSMUSG00000040495	Chrm4
5361	ENSMUSG00000074939	Chrm5
5362	ENSMUSG00000027107	Chrna1
5363	ENSMUSG00000066279	Chrna10
5364	ENSMUSG00000086382	Chrna1os
5365	ENSMUSG00000022041	Chrna2
5366	ENSMUSG00000032303	Chrna3
5367	ENSMUSG00000027577	Chrna4
5368	ENSMUSG00000035594	Chrna5
5369	ENSMUSG00000031491	Chrna6
5370	ENSMUSG00000030525	Chrna7
5371	ENSMUSG00000029205	Chrna9
5372	ENSMUSG00000041189	Chrnb1
5373	ENSMUSG00000027950	Chrnb2
5374	ENSMUSG00000031492	Chrnb3
5375	ENSMUSG00000035200	Chrnb4
5376	ENSMUSG00000026251	Chrnd
5377	ENSMUSG00000014609	Chrne
5378	ENSMUSG00000026253	Chrng
5379	ENSMUSG00000027221	Chst1
5380	ENSMUSG00000026080	Chst10
5381	ENSMUSG00000034612	Chst11
5382	ENSMUSG00000036599	Chst12
5383	ENSMUSG00000056643	Chst13
5384	ENSMUSG00000074916	Chst14
5385	ENSMUSG00000030930	Chst15
5386	ENSMUSG00000033350	Chst2
5387	ENSMUSG00000057337	Chst3
5388	ENSMUSG00000035930	Chst4
5389	ENSMUSG00000031952	Chst5
5390	ENSMUSG00000037347	Chst7
5391	ENSMUSG00000060402	Chst8
5392	ENSMUSG00000047161	Chst9
5393	ENSMUSG00000032640	Chsy1
5394	ENSMUSG00000058152	Chsy3
5395	ENSMUSG00000019214	Chtf18
5396	ENSMUSG00000046691	Chtf8
5397	ENSMUSG00000001017	Chtop
5398	ENSMUSG00000025199	Chuk
5399	ENSMUSG00000090258	Churc1
5400	ENSMUSG00000003662	Ciao1
5401	ENSMUSG00000032381	Ciao2a
5402	ENSMUSG00000031879	Ciao2b
5403	ENSMUSG00000031781	Ciapin1
5404	ENSMUSG00000038550	Ciart
5405	ENSMUSG00000030538	Cib1
5406	ENSMUSG00000037493	Cib2
5407	ENSMUSG00000074240	Cib3
5408	ENSMUSG00000053194	Cib4
5409	ENSMUSG00000005442	Cic
5410	ENSMUSG00000024526	Cidea
5411	ENSMUSG00000022219	Cideb
5412	ENSMUSG00000030278	Cidec
5413	ENSMUSG00000022504	Ciita
5414	ENSMUSG00000042254	Cilp
5415	ENSMUSG00000044006	Cilp2
5416	ENSMUSG00000021276	Cinp
5417	ENSMUSG00000033031	Cip2a
5418	ENSMUSG00000034157	Cipc
5419	ENSMUSG00000041777	Cir1
5420	ENSMUSG00000045193	Cirbp
5421	ENSMUSG00000037710	Cisd1
5422	ENSMUSG00000028165	Cisd2
5423	ENSMUSG00000078695	Cisd3
5424	ENSMUSG00000032578	Cish
5425	ENSMUSG00000029516	Cit
5426	ENSMUSG00000051159	Cited1
5427	ENSMUSG00000039910	Cited2
5428	ENSMUSG00000070803	Cited4
5429	ENSMUSG00000039205	Ciz1
5430	ENSMUSG00000028813	CK137956
5431	ENSMUSG00000037725	Ckap2
5432	ENSMUSG00000048327	Ckap2l
5433	ENSMUSG00000046841	Ckap4
5434	ENSMUSG00000040549	Ckap5
5435	ENSMUSG00000001270	Ckb
5436	ENSMUSG00000105147	Ckb-ps1
5437	ENSMUSG00000106327	Ckb-ps2
5438	ENSMUSG00000054400	Cklf
5439	ENSMUSG00000030399	Ckm
5440	ENSMUSG00000000308	Ckmt1
